id,campaign_id,campaign_name,date,target_audience,channel,impressions,clicks,conversions,spend,revenue_generated,roas,upload_timestamp
220,487782,"Flash Sale",2024-10-12,"New Users",Email,1732,919,93,3754.68,4181.59,2.94,"2024-11-20 15:56:34"
221,33956,"Membership Drive",2024-10-12,Inactive,"Social Media",9818,161,75,3600.34,7589.85,2.57,"2024-11-20 15:56:34"
222,907406,"Category Promotion",2024-10-12,All,"Social Media",6043,814,75,4668.71,4446.99,1.97,"2024-11-20 15:56:34"
223,313154,"App Push Notification",2024-10-12,"New Users","Social Media",6666,106,85,4173.34,3090.57,1.84,"2024-11-20 15:56:34"
224,719685,"Email Campaign",2024-10-12,All,SMS,1248,502,17,2981.17,5981.93,3.99,"2024-11-20 15:56:34"
225,584304,"Referral Program",2024-10-12,"New Users",Email,7619,727,53,3264.04,7285.68,3.51,"2024-11-20 15:56:34"
226,14008,"New User Discount",2024-10-11,Premium,"Social Media",7827,694,82,4438.83,7975.61,3.6,"2024-11-20 15:56:34"
227,348891,"Weekend Special",2024-10-11,"New Users","Social Media",9723,160,100,3776.75,5915.34,2.59,"2024-11-20 15:56:34"
228,153487,"Festival Offer",2024-10-11,All,"Social Media",2923,886,19,4736.19,7987.64,2.61,"2024-11-20 15:56:34"
229,40613,"Flash Sale",2024-10-11,All,App,2551,550,64,4034.21,6741.3,2.4,"2024-11-20 15:56:34"
230,98141,"Membership Drive",2024-10-11,Inactive,Email,3858,293,65,2823.22,3763.71,2.45,"2024-11-20 15:56:34"
231,640280,"Category Promotion",2024-10-11,"New Users","Social Media",4483,987,78,4604.45,8741.95,2.39,"2024-11-20 15:56:34"
232,672292,"App Push Notification",2024-10-11,Premium,SMS,4928,397,18,4151.88,6046.24,1.59,"2024-11-20 15:56:34"
233,570197,"Email Campaign",2024-10-11,Premium,App,1141,741,30,4295.89,6285.19,2.35,"2024-11-20 15:56:34"
234,646308,"Referral Program",2024-10-11,Inactive,SMS,6498,716,87,4191.4,3265.99,2.08,"2024-11-20 15:56:34"
235,504773,"New User Discount",2024-10-10,Premium,"Social Media",1828,360,66,1481.29,9900.22,2.46,"2024-11-20 15:56:34"
236,581434,"Weekend Special",2024-10-10,All,"Social Media",4318,859,77,2539.79,3356.92,3.04,"2024-11-20 15:56:34"
237,208884,"Festival Offer",2024-10-10,Premium,SMS,8503,257,85,2417.7,7564.77,3.65,"2024-11-20 15:56:34"
238,44861,"Flash Sale",2024-10-10,All,SMS,1281,519,64,3766.62,6098.23,3.95,"2024-11-20 15:56:34"
239,267822,"Membership Drive",2024-10-10,"New Users","Social Media",2427,594,67,4812.47,9136.15,3.65,"2024-11-20 15:56:34"
240,880055,"Category Promotion",2024-10-10,Premium,App,3864,422,77,4521.91,9190.04,2.27,"2024-11-20 15:56:34"
241,117014,"App Push Notification",2024-10-10,Inactive,SMS,7568,537,80,4097.25,6494.2,2.81,"2024-11-20 15:56:34"
242,560243,"Email Campaign",2024-10-10,All,"Social Media",3191,920,54,4674.18,7121.35,2.37,"2024-11-20 15:56:34"
243,270705,"Referral Program",2024-10-10,Premium,"Social Media",3092,718,72,3281.4,7717.16,1.85,"2024-11-20 15:56:34"
244,991219,"New User Discount",2024-10-09,Inactive,App,4131,725,70,1980.81,5404.34,2.18,"2024-11-20 15:56:34"
245,360358,"Weekend Special",2024-10-09,Inactive,"Social Media",4112,540,56,1487.4,6296.6,2.01,"2024-11-20 15:56:34"
246,921285,"Festival Offer",2024-10-09,Premium,SMS,3891,190,12,1427.62,2167.81,2.22,"2024-11-20 15:56:34"
247,247209,"Flash Sale",2024-10-09,Premium,App,3815,351,46,2246.88,5378.34,3.83,"2024-11-20 15:56:34"
248,700286,"Membership Drive",2024-10-09,Inactive,"Social Media",8314,462,31,4745.57,8331.49,2.53,"2024-11-20 15:56:34"
249,681783,"Category Promotion",2024-10-09,All,App,6641,997,13,4227.26,4278.97,3.82,"2024-11-20 15:56:34"
250,99247,"App Push Notification",2024-10-09,"New Users",App,4091,270,72,1486.72,7910.02,2.01,"2024-11-20 15:56:34"
251,506051,"Email Campaign",2024-10-09,All,App,5857,564,84,3662.32,5293.72,2.91,"2024-11-20 15:56:34"
252,984675,"Referral Program",2024-10-09,Premium,Email,6260,630,28,2575.54,9232.77,2.43,"2024-11-20 15:56:34"
253,920182,"New User Discount",2024-10-08,Premium,App,8521,263,97,4575.74,8327.76,1.53,"2024-11-20 15:56:34"
254,410349,"Weekend Special",2024-10-08,"New Users",SMS,4497,774,78,3269.78,7706.28,3.38,"2024-11-20 15:56:34"
255,480767,"Festival Offer",2024-10-08,Premium,SMS,8249,570,76,2213.81,5793.07,2.44,"2024-11-20 15:56:34"
256,704550,"Flash Sale",2024-10-08,Inactive,SMS,7088,438,58,2353.7,2416.62,3.01,"2024-11-20 15:56:34"
257,678289,"Membership Drive",2024-10-08,Premium,App,4046,211,27,1630.04,9065.16,1.93,"2024-11-20 15:56:34"
258,227876,"Category Promotion",2024-10-08,Premium,"Social Media",9786,216,86,2972.28,2731.11,2.4,"2024-11-20 15:56:34"
259,981243,"App Push Notification",2024-10-08,Premium,Email,2812,433,31,4413.07,8772.01,2.52,"2024-11-20 15:56:34"
260,703756,"Email Campaign",2024-10-08,Inactive,SMS,5291,476,10,4082.16,4658.52,3.54,"2024-11-20 15:56:34"
261,196871,"Referral Program",2024-10-08,"New Users",Email,5613,857,56,1034.9,8995.1,3.66,"2024-11-20 15:56:34"
262,645197,"New User Discount",2024-10-07,All,Email,8029,981,47,4087.75,4305.53,3.19,"2024-11-20 15:56:34"
263,757353,"Weekend Special",2024-10-07,All,"Social Media",7518,977,99,2771.88,4162.21,2.35,"2024-11-20 15:56:34"
264,61497,"Festival Offer",2024-10-07,All,SMS,4984,871,38,2497.43,8615.47,3.1,"2024-11-20 15:56:34"
265,79554,"Flash Sale",2024-10-07,Premium,App,4202,102,17,2513.73,6299.72,2.53,"2024-11-20 15:56:34"
266,868464,"Membership Drive",2024-10-07,"New Users",Email,6939,424,55,3927.86,9281.61,2.76,"2024-11-20 15:56:34"
267,476429,"Category Promotion",2024-10-07,Premium,SMS,2581,723,33,3518.26,8412.23,2.72,"2024-11-20 15:56:34"
268,878025,"App Push Notification",2024-10-07,All,Email,1081,889,55,1227.18,6710.8,2.55,"2024-11-20 15:56:34"
269,350110,"Email Campaign",2024-10-07,Inactive,SMS,7933,711,24,3857.05,3523.62,2.12,"2024-11-20 15:56:34"
270,660754,"Referral Program",2024-10-07,Premium,Email,5780,741,85,2377.05,4349.01,2.79,"2024-11-20 15:56:34"
271,719962,"New User Discount",2024-10-06,Inactive,App,2358,397,41,1189.46,7674.93,2.91,"2024-11-20 15:56:34"
272,880415,"Weekend Special",2024-10-06,Inactive,App,9977,636,41,3025.67,7559.58,2.85,"2024-11-20 15:56:34"
273,820323,"Festival Offer",2024-10-06,All,SMS,2274,820,23,1102.91,7440.51,2.8,"2024-11-20 15:56:34"
274,178021,"Flash Sale",2024-10-06,Inactive,Email,4171,561,65,4676.32,2214.84,3.12,"2024-11-20 15:56:34"
275,983547,"Membership Drive",2024-10-06,All,SMS,7939,264,14,1753.8,2660.08,3.48,"2024-11-20 15:56:34"
276,971866,"Category Promotion",2024-10-06,"New Users",SMS,8760,191,78,4339.28,5537.59,2.24,"2024-11-20 15:56:34"
277,452929,"App Push Notification",2024-10-06,All,Email,3100,710,37,4313.18,7681.84,2.9,"2024-11-20 15:56:34"
278,772590,"Email Campaign",2024-10-06,All,App,7054,838,11,2847.69,4782.03,3.87,"2024-11-20 15:56:34"
279,175213,"Referral Program",2024-10-06,"New Users",Email,6788,454,19,4454.21,8202.7,3.54,"2024-11-20 15:56:34"
280,121986,"New User Discount",2024-10-05,"New Users",App,5915,556,60,4173.92,6644.74,1.94,"2024-11-20 15:56:34"
281,591904,"Weekend Special",2024-10-05,"New Users","Social Media",5590,976,70,1106.09,3476.56,2.83,"2024-11-20 15:56:34"
282,75541,"Festival Offer",2024-10-05,Inactive,"Social Media",3427,380,34,1833.76,9020.25,1.91,"2024-11-20 15:56:34"
283,185728,"Flash Sale",2024-10-05,Inactive,SMS,2108,412,45,4877.23,2501.9,3.27,"2024-11-20 15:56:34"
284,801086,"Membership Drive",2024-10-05,All,"Social Media",1475,859,84,2772.31,2590.49,3.23,"2024-11-20 15:56:34"
285,608227,"Category Promotion",2024-10-05,"New Users",App,6540,801,95,1269.01,6385.74,3.17,"2024-11-20 15:56:34"
286,615865,"App Push Notification",2024-10-05,All,"Social Media",6166,558,88,3932.73,7898.49,3.1,"2024-11-20 15:56:34"
287,723498,"Email Campaign",2024-10-05,Inactive,App,6801,104,32,2500.47,8843.86,2.5,"2024-11-20 15:56:34"
288,702150,"Referral Program",2024-10-05,"New Users",SMS,9703,566,61,4213.46,3232.52,1.63,"2024-11-20 15:56:34"
289,454301,"New User Discount",2024-10-04,"New Users",Email,5611,206,73,4129.01,7558.84,2.59,"2024-11-20 15:56:34"
290,609827,"Weekend Special",2024-10-04,Premium,App,2256,396,85,4797.55,4184.93,2.45,"2024-11-20 15:56:34"
291,183687,"Festival Offer",2024-10-04,"New Users",Email,6759,534,22,2307.54,8842.15,3.35,"2024-11-20 15:56:34"
292,410483,"Flash Sale",2024-10-04,"New Users",SMS,4886,469,46,2746.41,5753.43,2.6,"2024-11-20 15:56:34"
293,32579,"Membership Drive",2024-10-04,Premium,Email,3616,848,27,1841.76,3599.71,2.61,"2024-11-20 15:56:34"
294,592974,"Category Promotion",2024-10-04,"New Users",App,4701,260,75,4980.88,3506.19,1.92,"2024-11-20 15:56:34"
295,419190,"App Push Notification",2024-10-04,"New Users",App,9171,307,32,3036.79,8952.45,1.8,"2024-11-20 15:56:34"
296,366900,"Email Campaign",2024-10-04,Premium,App,2462,122,88,2835.74,9933.1,2.44,"2024-11-20 15:56:34"
297,831297,"Referral Program",2024-10-04,"New Users",Email,2449,354,33,1225.24,7402.01,1.75,"2024-11-20 15:56:34"
298,629614,"New User Discount",2024-10-03,Premium,"Social Media",5380,763,43,3899.44,8589.47,2.19,"2024-11-20 15:56:34"
299,589617,"Weekend Special",2024-10-03,All,SMS,8710,694,90,3191.69,2457.71,2.32,"2024-11-20 15:56:34"
300,845251,"Festival Offer",2024-10-03,Premium,SMS,3296,228,18,2676.04,4240.85,1.86,"2024-11-20 15:56:34"
301,214319,"Flash Sale",2024-10-03,Inactive,App,5160,547,55,4418.48,9870.04,1.6,"2024-11-20 15:56:34"
302,980989,"Membership Drive",2024-10-03,"New Users",App,9200,521,19,3255.93,3768.57,2.68,"2024-11-20 15:56:34"
303,175779,"Category Promotion",2024-10-03,Premium,"Social Media",3255,612,10,2766.51,9581.99,3.26,"2024-11-20 15:56:34"
304,161133,"App Push Notification",2024-10-03,"New Users",Email,6874,869,16,1642.59,3025.99,2.88,"2024-11-20 15:56:34"
305,282457,"Email Campaign",2024-10-03,Inactive,SMS,3373,371,17,2077.07,3507.33,3.57,"2024-11-20 15:56:34"
306,310121,"Referral Program",2024-10-03,All,Email,4041,178,21,3636.84,9487.96,2.4,"2024-11-20 15:56:34"
307,304134,"New User Discount",2024-10-02,"New Users",SMS,4440,339,26,1426.39,2072.15,3.61,"2024-11-20 15:56:34"
308,884872,"Weekend Special",2024-10-02,"New Users",Email,5164,978,89,1058.86,4846.78,3.24,"2024-11-20 15:56:34"
309,408124,"Festival Offer",2024-10-02,All,Email,8702,580,58,3045.76,3814.41,1.88,"2024-11-20 15:56:34"
310,447012,"Flash Sale",2024-10-02,Inactive,SMS,1064,821,98,1401.41,8632.02,2.04,"2024-11-20 15:56:34"
311,168686,"Membership Drive",2024-10-02,Premium,Email,2133,969,98,3282.05,9841.84,3.24,"2024-11-20 15:56:34"
312,661265,"Category Promotion",2024-10-02,All,"Social Media",2330,520,63,2342.55,5905.11,1.64,"2024-11-20 15:56:34"
313,110650,"App Push Notification",2024-10-02,Inactive,"Social Media",3801,619,18,2145.8,7258,3.22,"2024-11-20 15:56:34"
314,438577,"Email Campaign",2024-10-02,Premium,App,8940,135,68,4831.21,3563.69,1.6,"2024-11-20 15:56:34"
315,525904,"Referral Program",2024-10-02,All,"Social Media",9387,352,67,1874.97,7563.84,2.55,"2024-11-20 15:56:34"
316,651862,"New User Discount",2024-10-01,Premium,"Social Media",2586,958,85,4044.28,3524.77,2.05,"2024-11-20 15:56:34"
317,590741,"Weekend Special",2024-10-01,All,SMS,5644,504,19,3825.87,5259.59,3.24,"2024-11-20 15:56:34"
318,106256,"Festival Offer",2024-10-01,All,Email,1091,717,26,2443.05,7152.13,1.59,"2024-11-20 15:56:34"
319,981856,"Flash Sale",2024-10-01,Premium,"Social Media",4923,509,99,3284.33,6276.1,2.23,"2024-11-20 15:56:34"
320,379072,"Membership Drive",2024-10-01,All,Email,7032,876,21,2002.69,4907.77,2.9,"2024-11-20 15:56:34"
321,758578,"Category Promotion",2024-10-01,Premium,Email,5986,993,71,1932.62,4548.25,3.6,"2024-11-20 15:56:34"
322,96258,"App Push Notification",2024-10-01,"New Users","Social Media",5379,565,17,3056,3520.12,1.65,"2024-11-20 15:56:34"
323,237321,"Email Campaign",2024-10-01,All,SMS,8296,989,72,2633.2,4670.64,3.17,"2024-11-20 15:56:34"
324,120536,"Referral Program",2024-10-01,Inactive,Email,8654,642,96,2129.02,5956.14,3.27,"2024-11-20 15:56:34"
325,668849,"New User Discount",2024-09-30,"New Users",Email,8850,126,17,3664.15,5397.3,1.82,"2024-11-20 15:56:34"
326,135541,"Weekend Special",2024-09-30,Premium,App,8975,766,23,2462.09,3637.45,2.41,"2024-11-20 15:56:34"
327,735206,"Festival Offer",2024-09-30,"New Users",App,1798,191,91,4376.28,8283.13,3.26,"2024-11-20 15:56:34"
328,625277,"Flash Sale",2024-09-30,Inactive,SMS,2307,890,95,4844.96,2211.54,2.54,"2024-11-20 15:56:34"
329,172893,"Membership Drive",2024-09-30,Inactive,"Social Media",7094,972,64,3221.91,4439.82,3.88,"2024-11-20 15:56:34"
330,968429,"Category Promotion",2024-09-30,Inactive,"Social Media",6993,807,80,2023.52,5974.74,2.8,"2024-11-20 15:56:34"
331,436788,"App Push Notification",2024-09-30,All,"Social Media",2759,383,91,3820.99,5565.8,2.38,"2024-11-20 15:56:34"
332,97177,"Email Campaign",2024-09-30,"New Users",App,8317,797,72,2075.05,5413.21,3.49,"2024-11-20 15:56:34"
333,912532,"Referral Program",2024-09-30,"New Users",SMS,3033,987,66,1050.47,8408.81,2.45,"2024-11-20 15:56:34"
334,430241,"New User Discount",2024-09-29,All,SMS,8057,919,64,4241.62,9942.14,1.94,"2024-11-20 15:56:34"
335,750631,"Weekend Special",2024-09-29,"New Users",App,9566,424,50,4495.05,2810.25,3.33,"2024-11-20 15:56:34"
336,762682,"Festival Offer",2024-09-29,All,App,3662,667,99,1126.11,4579.55,2.73,"2024-11-20 15:56:34"
337,752622,"Flash Sale",2024-09-29,Premium,App,7040,775,31,2463.87,2070.71,2.22,"2024-11-20 15:56:34"
338,274506,"Membership Drive",2024-09-29,"New Users","Social Media",3515,912,32,3594.68,7744.51,1.59,"2024-11-20 15:56:34"
339,525095,"Category Promotion",2024-09-29,Premium,"Social Media",5607,860,93,4829.25,6140.48,3.04,"2024-11-20 15:56:34"
340,182644,"App Push Notification",2024-09-29,Inactive,Email,1185,780,48,3687.23,9066.61,3.54,"2024-11-20 15:56:34"
341,545911,"Email Campaign",2024-09-29,Premium,"Social Media",1981,534,95,4097.54,5047.88,3.58,"2024-11-20 15:56:34"
342,828636,"Referral Program",2024-09-29,Inactive,Email,7640,970,94,3022.77,8815.63,1.68,"2024-11-20 15:56:34"
343,866163,"New User Discount",2024-09-28,"New Users",Email,7632,497,44,1025.98,9484.1,1.93,"2024-11-20 15:56:34"
344,289833,"Weekend Special",2024-09-28,Premium,Email,9251,645,29,4163.77,2735.37,2.61,"2024-11-20 15:56:34"
345,749333,"Festival Offer",2024-09-28,Inactive,App,4121,296,47,4028.86,4825.08,3.5,"2024-11-20 15:56:34"
346,791619,"Flash Sale",2024-09-28,All,SMS,5248,634,99,2125.76,9647.1,3.11,"2024-11-20 15:56:34"
347,290649,"Membership Drive",2024-09-28,Premium,Email,5127,864,93,2805.9,3852.16,1.76,"2024-11-20 15:56:34"
348,729407,"Category Promotion",2024-09-28,Inactive,SMS,4155,940,42,2488.64,8059.82,3.57,"2024-11-20 15:56:34"
349,640855,"App Push Notification",2024-09-28,"New Users","Social Media",1108,936,93,4983.04,3228.67,2.71,"2024-11-20 15:56:34"
350,879023,"Email Campaign",2024-09-28,Premium,"Social Media",2275,926,25,3792.48,5671.63,3.74,"2024-11-20 15:56:34"
351,118971,"Referral Program",2024-09-28,All,App,6092,533,95,2085.63,4473.29,1.73,"2024-11-20 15:56:34"
352,336089,"New User Discount",2024-09-27,Inactive,"Social Media",2220,292,39,3807.42,6822.05,2.45,"2024-11-20 15:56:34"
353,522446,"Weekend Special",2024-09-27,Premium,Email,7869,174,69,2433.89,4314.68,2.55,"2024-11-20 15:56:34"
354,949547,"Festival Offer",2024-09-27,Premium,"Social Media",8779,315,100,3919.23,7389.26,2.16,"2024-11-20 15:56:34"
355,771122,"Flash Sale",2024-09-27,Inactive,App,5602,685,48,2503.68,9057.48,2.94,"2024-11-20 15:56:34"
356,575873,"Membership Drive",2024-09-27,All,Email,8842,230,14,2229.83,4809.04,2.39,"2024-11-20 15:56:34"
357,390180,"Category Promotion",2024-09-27,"New Users",App,2419,823,77,4988.39,4884.14,1.57,"2024-11-20 15:56:34"
358,518789,"App Push Notification",2024-09-27,All,SMS,8299,510,34,4629.47,2617.42,3.87,"2024-11-20 15:56:34"
359,200862,"Email Campaign",2024-09-27,Inactive,Email,8770,501,78,4515.94,7063.93,3.63,"2024-11-20 15:56:34"
360,222562,"Referral Program",2024-09-27,"New Users",SMS,7188,240,77,2851.2,3571.86,2.89,"2024-11-20 15:56:34"
361,896324,"New User Discount",2024-09-26,Premium,SMS,6359,576,35,1066.47,6415.95,3.94,"2024-11-20 15:56:34"
362,557067,"Weekend Special",2024-09-26,Premium,"Social Media",8414,180,100,1825.36,5457.83,1.8,"2024-11-20 15:56:34"
363,747205,"Festival Offer",2024-09-26,All,App,2853,582,32,4012.49,6437.95,1.75,"2024-11-20 15:56:34"
364,184157,"Flash Sale",2024-09-26,All,SMS,5611,444,77,1389.35,7382.89,3.89,"2024-11-20 15:56:34"
365,653847,"Membership Drive",2024-09-26,All,Email,3422,345,92,3307.59,5044.14,2.57,"2024-11-20 15:56:34"
366,689098,"Category Promotion",2024-09-26,All,SMS,2079,897,37,1983.91,7661.04,2.21,"2024-11-20 15:56:34"
367,389968,"App Push Notification",2024-09-26,Premium,SMS,1592,987,57,4579.65,8806.03,1.9,"2024-11-20 15:56:34"
368,67480,"Email Campaign",2024-09-26,"New Users",App,8019,604,76,2216.38,4921.83,3.77,"2024-11-20 15:56:34"
369,588555,"Referral Program",2024-09-26,Inactive,App,1452,679,94,4925.58,4476.21,2.24,"2024-11-20 15:56:34"
370,278074,"New User Discount",2024-09-25,Inactive,"Social Media",9737,732,59,2565.95,8286.33,2.04,"2024-11-20 15:56:34"
371,127182,"Weekend Special",2024-09-25,"New Users",SMS,1452,863,44,4240.4,5750.97,1.81,"2024-11-20 15:56:34"
372,721622,"Festival Offer",2024-09-25,All,Email,4844,230,26,3690.93,5523.68,1.55,"2024-11-20 15:56:34"
373,100487,"Flash Sale",2024-09-25,"New Users",SMS,8209,151,70,3104.65,4187.59,2.9,"2024-11-20 15:56:34"
374,145584,"Membership Drive",2024-09-25,Inactive,App,5725,903,80,1133.26,7075.73,3.39,"2024-11-20 15:56:34"
375,860225,"Category Promotion",2024-09-25,Premium,App,4389,309,81,4860.67,3960.92,3.76,"2024-11-20 15:56:34"
376,616821,"App Push Notification",2024-09-25,Premium,App,1537,483,85,2416.66,2232.96,3.74,"2024-11-20 15:56:34"
377,713465,"Email Campaign",2024-09-25,Inactive,Email,9053,989,42,2619.72,6716.68,2.09,"2024-11-20 15:56:34"
378,615676,"Referral Program",2024-09-25,All,Email,5649,924,100,4874.66,7073.93,2.79,"2024-11-20 15:56:34"
379,305241,"New User Discount",2024-09-24,"New Users","Social Media",9598,803,67,2805.32,8678.82,1.97,"2024-11-20 15:56:34"
380,530806,"Weekend Special",2024-09-24,Premium,Email,3678,341,72,2373.92,5821.2,3.72,"2024-11-20 15:56:34"
381,807153,"Festival Offer",2024-09-24,Inactive,Email,8192,292,17,2976.54,5559.23,3.68,"2024-11-20 15:56:34"
382,722916,"Flash Sale",2024-09-24,"New Users",App,2597,634,25,4343.88,2298.7,2.34,"2024-11-20 15:56:34"
383,846608,"Membership Drive",2024-09-24,"New Users",Email,8485,181,67,3783.79,7419.36,2.96,"2024-11-20 15:56:34"
384,460293,"Category Promotion",2024-09-24,All,Email,4442,846,61,2295.69,5534.23,3.38,"2024-11-20 15:56:34"
385,287769,"App Push Notification",2024-09-24,Premium,Email,8770,206,17,2375.52,9175.23,1.81,"2024-11-20 15:56:34"
386,802705,"Email Campaign",2024-09-24,Inactive,SMS,2672,115,26,2033.75,8010.63,2.7,"2024-11-20 15:56:34"
387,789716,"Referral Program",2024-09-24,"New Users",Email,3941,553,63,4020.69,6541.6,1.52,"2024-11-20 15:56:34"
388,130943,"New User Discount",2024-09-23,Inactive,Email,1870,889,13,3625.54,7280.12,1.84,"2024-11-20 15:56:34"
389,705032,"Weekend Special",2024-09-23,All,SMS,6279,465,28,3383.74,4971.84,2.77,"2024-11-20 15:56:34"
390,565978,"Festival Offer",2024-09-23,"New Users",App,1917,708,61,1361.17,4133.5,2.2,"2024-11-20 15:56:34"
391,363689,"Flash Sale",2024-09-23,Premium,SMS,7180,215,24,3655.57,9184.06,3,"2024-11-20 15:56:34"
392,679443,"Membership Drive",2024-09-23,Premium,App,8002,642,20,3438.57,4762.77,3.97,"2024-11-20 15:56:34"
393,670881,"Category Promotion",2024-09-23,Premium,SMS,3121,753,11,2406.7,9618.34,2.13,"2024-11-20 15:56:34"
394,959518,"App Push Notification",2024-09-23,All,"Social Media",4203,892,13,4541.76,8000.34,2.48,"2024-11-20 15:56:34"
395,499486,"Email Campaign",2024-09-23,Inactive,SMS,4908,153,36,4547.06,4568.42,3.11,"2024-11-20 15:56:34"
396,752813,"Referral Program",2024-09-23,All,SMS,3882,103,83,1151.86,6691.75,1.67,"2024-11-20 15:56:34"
397,851433,"New User Discount",2024-09-22,All,SMS,8425,797,49,3613.06,6005.53,3.86,"2024-11-20 15:56:34"
398,313691,"Weekend Special",2024-09-22,All,Email,4040,966,57,2744.24,3434.18,2.51,"2024-11-20 15:56:34"
399,857924,"Festival Offer",2024-09-22,Premium,"Social Media",8964,423,44,3280.91,5890.37,2.39,"2024-11-20 15:56:34"
400,539488,"Flash Sale",2024-09-22,"New Users",App,5322,715,21,1382.87,5066.64,3.92,"2024-11-20 15:56:34"
401,33081,"Membership Drive",2024-09-22,All,SMS,2897,706,56,3796.89,4450.19,2.42,"2024-11-20 15:56:34"
402,408472,"Category Promotion",2024-09-22,Inactive,"Social Media",2701,433,74,1069.15,8105.76,2.48,"2024-11-20 15:56:34"
403,891650,"App Push Notification",2024-09-22,Premium,Email,6100,472,88,1659.16,4606.2,3.09,"2024-11-20 15:56:34"
404,537473,"Email Campaign",2024-09-22,Inactive,"Social Media",7438,436,23,1325.64,3710.11,3.79,"2024-11-20 15:56:34"
405,361334,"Referral Program",2024-09-22,"New Users","Social Media",7990,308,61,1533.45,8247.88,1.73,"2024-11-20 15:56:34"
406,68709,"New User Discount",2024-09-21,"New Users",SMS,2557,317,49,2291.66,2573.36,3.51,"2024-11-20 15:56:34"
407,368548,"Weekend Special",2024-09-21,Premium,"Social Media",2556,694,73,1560.45,8116.53,2.64,"2024-11-20 15:56:34"
408,227727,"Festival Offer",2024-09-21,Premium,SMS,3124,712,83,4212.47,6433.1,3.19,"2024-11-20 15:56:34"
409,184072,"Flash Sale",2024-09-21,"New Users",App,2439,448,21,1263.49,9843.34,3.88,"2024-11-20 15:56:34"
410,199205,"Membership Drive",2024-09-21,"New Users",Email,6475,665,13,2740.75,5311,2.54,"2024-11-20 15:56:34"
411,70659,"Category Promotion",2024-09-21,"New Users","Social Media",1260,157,27,4991,7728.46,2.27,"2024-11-20 15:56:34"
412,407558,"App Push Notification",2024-09-21,Premium,"Social Media",2503,464,44,2992.57,4813.36,2.59,"2024-11-20 15:56:34"
413,2552,"Email Campaign",2024-09-21,All,"Social Media",5937,600,98,3542.77,5648.69,1.62,"2024-11-20 15:56:34"
414,119508,"Referral Program",2024-09-21,All,App,8121,715,71,1336.94,8793.59,3.32,"2024-11-20 15:56:34"
415,651995,"New User Discount",2024-09-20,All,Email,3762,378,97,1804.49,8799.76,3.01,"2024-11-20 15:56:34"
416,325711,"Weekend Special",2024-09-20,Premium,App,1075,304,21,3712.83,8724.96,2.37,"2024-11-20 15:56:34"
417,916549,"Festival Offer",2024-09-20,Inactive,Email,4880,989,73,1049.48,6270.24,2.78,"2024-11-20 15:56:34"
418,801679,"Flash Sale",2024-09-20,All,"Social Media",2673,338,100,4653.31,6862.3,1.89,"2024-11-20 15:56:34"
419,592091,"Membership Drive",2024-09-20,Premium,SMS,3717,466,66,2581.56,5992.71,3.76,"2024-11-20 15:56:34"
420,713584,"Category Promotion",2024-09-20,All,App,2525,366,56,4471.69,3178.72,2.18,"2024-11-20 15:56:34"
421,662773,"App Push Notification",2024-09-20,Inactive,SMS,2232,775,37,1165.33,9178.63,1.9,"2024-11-20 15:56:34"
422,166346,"Email Campaign",2024-09-20,Premium,App,8471,945,28,3566.89,4468.31,2.27,"2024-11-20 15:56:34"
423,973220,"Referral Program",2024-09-20,Premium,App,4249,238,83,2137.97,7672.91,2.32,"2024-11-20 15:56:34"
424,120592,"New User Discount",2024-09-19,"New Users",Email,4768,353,45,4900.81,4433.55,1.99,"2024-11-20 15:56:34"
425,632927,"Weekend Special",2024-09-19,Inactive,"Social Media",6332,575,51,2003.25,3491.13,1.56,"2024-11-20 15:56:34"
426,603188,"Festival Offer",2024-09-19,Premium,"Social Media",5992,780,86,2239.56,2452.02,2.71,"2024-11-20 15:56:34"
427,264150,"Flash Sale",2024-09-19,"New Users",App,9980,704,10,3854.33,2221.55,3.67,"2024-11-20 15:56:34"
428,210893,"Membership Drive",2024-09-19,"New Users",App,2380,701,43,3572,7319.34,2.18,"2024-11-20 15:56:34"
429,23447,"Category Promotion",2024-09-19,All,App,4528,552,53,1484.54,3380.76,3.42,"2024-11-20 15:56:34"
430,889374,"App Push Notification",2024-09-19,Inactive,Email,3543,877,48,3446.31,8160.26,2.55,"2024-11-20 15:56:34"
431,905735,"Email Campaign",2024-09-19,"New Users","Social Media",3188,220,41,4526.22,5735.13,3.5,"2024-11-20 15:56:34"
432,479724,"Referral Program",2024-09-19,Premium,App,9627,720,31,3389.34,3333.86,3.57,"2024-11-20 15:56:34"
433,767492,"New User Discount",2024-09-18,"New Users","Social Media",9268,289,50,4147.19,6358.18,3.69,"2024-11-20 15:56:34"
434,817411,"Weekend Special",2024-09-18,Inactive,Email,1925,933,20,3785.26,2208.27,3.5,"2024-11-20 15:56:34"
435,259682,"Festival Offer",2024-09-18,"New Users",Email,7353,660,26,1974.98,9558.45,3.46,"2024-11-20 15:56:34"
436,225975,"Flash Sale",2024-09-18,All,"Social Media",6711,836,55,3546.51,5891.45,2.07,"2024-11-20 15:56:34"
437,498935,"Membership Drive",2024-09-18,Premium,Email,2454,525,34,2979.57,6755.31,2.58,"2024-11-20 15:56:34"
438,802312,"Category Promotion",2024-09-18,"New Users",App,7869,531,58,4562.91,2735.78,1.64,"2024-11-20 15:56:34"
